Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
1796,20,RL,96.0,2845,Pave,NA,IR2,Low,AllPub,Inside,Gtl,NWAmes,Artery,Norm,Twnhs,2.5Fin,6,5,1932,1964,Hip,CompShg,HdBoard,WdShing,Stone,79.43807698332394,TA,TA,CBlock,NA,Gd,No,NA,980.253220781644,Unf,,210.48020687920177,1191.3407948449021,Grav,TA,Y,SBrkr,1747,454,39,2240,1,0,2,1,3,1,Gd,6,Min2,0,TA,BuiltIn,2010.0,RFn,1,78.1701672325236,Fa,Gd,N,202,269,91,0,38,0,NA,GdWo,NA,1412,11,2009,WD,Partial,340957
1797,190,C,44.0,2142,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Veenker,Artery,Norm,1Fam,2.5Fin,1,5,1986,1961,Hip,CompShg,CemntBd,Plywood,None,828.2331256258811,TA,TA,CBlock,TA,TA,Av,NA,,Unf,21.56507565075123,517.7092955048386,1929.6900727127083,GasA,Ex,Y,SBrkr,1943,1193,82,3218,1,0,2,0,4,1,Gd,5,Typ,2,TA,Basment,1910.0,RFn,1,195.87291103208506,Gd,NA,Y,68,438,0,36,27,222,NA,NA,NA,0,10,2006,ConLD,Abnorml,372954
1798,30,RM,51.0,4865,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,OldTown,PosN,Feedr,1Fam,2.5Unf,2,8,1923,2007,Hip,CompShg,BrkComm,HdBoard,None,165.5451638216265,Gd,TA,CBlock,TA,Gd,Av,ALQ,840.590414284072,Unf,19.25283393293791,204.78245245085344,1064.6257006678634,GasA,TA,Y,SBrkr,805,763,20,1588,0,0,1,2,4,1,Gd,4,Min1,0,NA,2Types,,RFn,2,115.4570651438861,Ex,NA,Y,73,71,64,0,115,0,NA,NA,NA,0,1,2010,ConLw,Partial,233770
1799,50,RL,55.0,5940,Pave,NA,IR2,Lvl,AllPub,Inside,Gtl,BrkSide,RRAe,Norm,1Fam,1Story,4,8,1974,1985,Gable,CompShg,ImStucc,Stucco,BrkFace,,TA,Ex,PConc,Gd,Gd,Av,LwQ,2353.448449709631,Unf,9.150287328033901,625.1990157848915,2987.797752822556,GasA,Gd,N,SBrkr,709,1872,0,2581,0,0,1,0,3,1,TA,7,Typ,1,NA,CarPort,,Unf,2,158.70124849999647,Ex,Fa,P,211,67,9,0,0,118,NA,NA,NA,355,12,2007,ConLI,Partial,368178
1800,180,RL,20.0,7847,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Feedr,Norm,1Fam,2.5Fin,5,6,1992,1961,Hip,CompShg,BrkComm,Plywood,BrkFace,106.65940505334957,TA,TA,PConc,Gd,Gd,Mn,ALQ,2500.0,Unf,,699.9854906482063,3200.8336851951867,GasA,TA,Y,SBrkr,1616,1936,49,3601,0,0,2,1,3,1,TA,7,Typ,0,TA,Detchd,1952.0,RFn,3,641.5501591381944,Gd,Fa,Y,45,75,0,16,115,142,NA,NA,NA,236,7,2010,ConLD,AdjLand,480099
1801,120,RL,113.0,2191,Pave,NA,IR1,Lvl,AllPub,Inside,Mod,MeadowV,Artery,Norm,1Fam,SFoyer,7,4,1898,1975,Gable,CompShg,AsbShng,Wd Sdng,None,196.1795404279352,Gd,Gd,BrkTil,Gd,Gd,Av,ALQ,2500.0,Unf,0.5162638685394118,479.3849621931446,2979.9012260616837,GasA,Ex,Y,SBrkr,2642,894,30,3566,0,0,2,0,4,1,Gd,2,Typ,1,NA,Basment,,Fin,1,116.23897657845033,NA,Ex,Y,190,92,163,28,0,0,NA,NA,NA,0,12,2010,COD,Abnorml,479600
1802,30,RH,61.0,1781,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,PosA,Norm,1Fam,1.5Fin,7,7,1966,2001,Hip,CompShg,BrkFace,ImStucc,None,116.72726716494311,TA,TA,PConc,TA,Gd,No,BLQ,268.38070026663473,Unf,0.8971652314408478,1136.4362662486592,1405.714131746735,GasA,Ex,Y,SBrkr,385,567,178,1130,0,0,2,1,4,1,TA,7,Typ,0,NA,BuiltIn,1939.0,NA,2,334.39578549077066,Fa,Gd,Y,30,222,72,173,93,163,NA,GdPrv,NA,0,8,2007,VWD,Partial,379394
1803,180,RL,27.0,5637,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,NWAmes,RRNn,Norm,1Fam,1.5Fin,7,5,1872,1969,Gable,CompShg,Stucco,Wd Sdng,None,8.681753562694961,Gd,Gd,PConc,Po,TA,No,NA,2500.0,Unf,3.225452912715868,446.79639544950027,2950.021848362216,GasA,Gd,Y,SBrkr,916,609,0,1525,1,0,1,0,2,1,TA,3,Typ,1,TA,NA,,Unf,3,184.7173499962846,NA,Ex,Y,320,83,15,0,0,103,NA,NA,NA,234,4,2009,WD,Partial,368244
1804,40,RL,,2646,Pave,NA,Reg,Lvl,AllPub,Inside,Mod,Sawyer,RRAe,Norm,1Fam,2.5Fin,7,6,2001,2000,Hip,CompShg,Stone,VinylSd,BrkFace,23.208091781966022,Gd,Gd,BrkTil,Gd,Gd,Av,Rec,274.3938108132541,Unf,0.8712803165377867,90.04331118779889,365.3084023175908,GasA,Gd,Y,SBrkr,1950,1193,115,3258,0,0,2,0,2,1,Po,5,Typ,1,TA,NA,,Fin,1,282.48418363332104,NA,TA,Y,815,285,69,7,151,0,NA,NA,NA,236,8,2010,Oth,Partial,402062
1805,160,RM,85.0,9349,Pave,NA,Reg,HLS,AllPub,Corner,Gtl,Edwards,RRNn,Norm,1Fam,2Story,10,3,1882,1972,Gable,CompShg,HdBoard,Wd Sdng,None,110.50557221631773,Gd,Gd,CBlock,TA,TA,Av,LwQ,1385.1573617075683,Unf,144.36169894727252,462.782993133521,1992.3020537883617,GasA,Gd,Y,FuseF,1507,1045,81,2633,0,0,3,0,3,1,Gd,3,Typ,1,Po,Attchd,1958.0,RFn,2,410.3189389249695,NA,Ex,Y,740,53,243,17,59,88,NA,NA,NA,47,8,2008,VWD,Alloca,463549
1806,90,RH,83.0,6096,Pave,NA,IR2,Low,AllPub,Inside,Gtl,IDOTRR,RRAe,Norm,1Fam,SLvl,7,5,1948,1956,Gable,CompShg,BrkComm,CBlock,None,25.66386148600542,Gd,TA,CBlock,Gd,Fa,Mn,Unf,2500.0,Unf,39.184465652486566,363.94271820135094,2903.127183853838,GasA,Gd,Y,SBrkr,1506,695,108,2309,1,0,4,0,3,1,TA,2,Min2,1,Fa,2Types,1966.0,NA,2,253.42648254158934,NA,NA,Y,171,110,51,7,38,0,NA,NA,NA,671,9,2010,ConLw,AdjLand,418686
1807,40,RM,,6069,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Veenker,Artery,Norm,1Fam,SFoyer,7,3,2010,2008,Gable,CompShg,BrkFace,Wd Sdng,None,1.290166946153001,TA,TA,CBlock,Gd,Gd,No,Rec,562.6743198047106,Unf,4.8433092548673855,527.2851239182689,1094.802752977847,GasA,TA,Y,SBrkr,752,1141,93,1986,0,0,2,0,3,1,TA,7,Typ,0,Gd,Attchd,1925.0,NA,2,385.0188717012674,Fa,NA,Y,167,117,80,0,13,0,NA,NA,NA,236,6,2006,CWD,Normal,378247
1808,20,RL,72.0,1582,Pave,NA,IR1,Lvl,AllPub,FR2,Gtl,IDOTRR,RRAn,Norm,1Fam,1.5Fin,5,6,1988,1988,Hip,CompShg,VinylSd,Stucco,BrkFace,197.9969705561927,TA,TA,Wood,TA,Gd,Gd,BLQ,60.124078703524724,Unf,6.404802651931314,877.8784190593949,944.407300414851,GasA,Gd,Y,SBrkr,3025,1931,81,5037,1,0,2,0,3,1,Gd,5,Typ,0,Gd,Detchd,1905.0,Unf,2,416.8246341250394,Gd,Gd,Y,30,97,68,0,137,488,NA,GdWo,NA,0,8,2009,Oth,Alloca,548246
1809,80,RM,109.0,4706,Pave,NA,IR3,Lvl,AllPub,Inside,Gtl,Crawfor,PosA,Norm,1Fam,2.5Fin,8,6,1898,2008,Hip,CompShg,Stone,Stone,None,122.14499045990591,Gd,TA,CBlock,Gd,Gd,Mn,BLQ,835.3388975570568,Unf,0.9839362589898236,1493.2127514894767,2329.5355853055235,GasA,Ex,Y,SBrkr,1410,864,5,2279,0,0,1,0,3,1,Gd,7,Mod,0,Gd,Detchd,1967.0,Fin,2,518.8394126239372,Po,Po,Y,107,94,51,7,11,0,NA,NA,NA,210,6,2007,New,AdjLand,399060
1810,80,RL,50.0,8362,Pave,NA,IR2,Lvl,AllPub,Inside,Mod,StoneBr,PosN,Norm,1Fam,2Story,5,6,1944,1954,Gable,CompShg,Plywood,CemntBd,BrkFace,3.489010183838202,TA,Gd,BrkTil,Gd,TA,Av,Unf,,Unf,24.195612799932935,137.21326210409532,440.33845098509084,GasA,TA,Y,FuseF,1165,2000,0,3165,0,0,2,1,3,1,Gd,3,Typ,1,Po,BuiltIn,,NA,1,195.42298054094408,NA,Fa,Y,500,49,0,0,0,0,NA,GdPrv,NA,125,4,2007,ConLD,Abnorml,413736
1811,70,FV,97.0,9470,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,OldTown,RRAe,Norm,1Fam,1.5Fin,5,4,2000,2000,Gable,CompShg,BrkFace,VinylSd,Stone,72.11253868466794,Gd,TA,BrkTil,TA,TA,Av,Unf,56.983729425333266,NA,271.42473909079223,364.2101855447708,692.6186540608962,GasA,Ex,Y,SBrkr,841,1285,146,2272,1,0,2,0,3,1,Gd,7,Typ,0,TA,BuiltIn,1999.0,RFn,1,168.8739660079213,TA,Ex,Y,194,473,52,128,151,222,NA,NA,NA,363,9,2010,CWD,AdjLand,358674
1812,120,RL,20.0,4737,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,IDOTRR,PosA,Norm,1Fam,1.5Unf,8,7,1902,1987,Gable,CompShg,WdShing,WdShing,BrkFace,41.681414306426795,Gd,Gd,PConc,Gd,TA,No,LwQ,889.2518506457782,Unf,1.0725442952414017,368.6337999483432,1258.9581948893629,GasA,TA,Y,SBrkr,1524,0,0,1524,0,0,2,0,3,1,Gd,4,Typ,0,Gd,CarPort,,RFn,4,255.14427152880597,NA,Fa,Y,64,27,0,11,0,256,NA,NA,NA,0,12,2006,VWD,Alloca,366757
1813,120,RL,66.0,4898,Pave,NA,IR2,HLS,AllPub,Inside,Gtl,BrkSide,Artery,Norm,Twnhs,SLvl,8,6,1872,1982,Gable,CompShg,Plywood,Plywood,None,36.371925778521096,Gd,Fa,PConc,TA,Gd,Av,Rec,61.52643575047754,Unf,8.43481476637752,536.3119902153617,606.2732407322168,GasA,Gd,Y,SBrkr,946,1011,0,1957,0,0,2,1,3,1,Gd,5,Typ,1,NA,NA,,RFn,1,78.00785029294202,Fa,TA,Y,132,222,91,0,12,109,NA,NA,NA,0,8,2006,ConLD,AdjLand,328031
1814,180,RM,64.0,8046,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,RRAn,Norm,1Fam,1.5Unf,4,5,2008,2005,Gable,CompShg,ImStucc,Stone,BrkFace,85.93965239954201,Gd,TA,CBlock,TA,TA,Av,BLQ,1175.4628183342768,Unf,2.2616791602365356,131.2573291231684,1308.9818266176817,GasA,Ex,Y,SBrkr,2082,1321,5,3408,0,0,2,1,3,1,Gd,5,Typ,1,NA,Attchd,1917.0,RFn,1,815.8959626635294,Gd,NA,P,67,198,27,53,0,0,NA,NA,NA,0,10,2008,Oth,Partial,414763
1815,75,RM,96.0,3396,Pave,NA,IR2,Lvl,AllPub,Inside,Gtl,Veenker,Norm,Norm,1Fam,1Story,8,5,2006,1952,Gable,CompShg,AsbShng,BrkFace,None,62.417244606962186,TA,Gd,PConc,Gd,Gd,Av,LwQ,,Unf,40.85461309225127,560.0569035355379,3100.9115166277893,GasA,Ex,Y,FuseA,972,1339,21,2332,1,0,1,1,2,1,Gd,7,Typ,1,Fa,NA,,Fin,2,73.36838170614207,TA,TA,Y,347,39,6,19,36,0,NA,MnPrv,NA,0,6,2007,VWD,Partial,456911
1816,45,RH,40.0,7770,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,TwnhsE,1.5Fin,7,4,1927,1963,Gable,CompShg,HdBoard,BrkFace,None,119.30694572484987,Gd,TA,BrkTil,Gd,Gd,No,ALQ,246.1266436767258,Unf,13.829730011312728,1288.4156302740942,1548.3720039621326,GasA,Gd,Y,SBrkr,893,1467,0,2360,0,0,2,1,2,1,Ex,7,Typ,1,Gd,NA,1963.0,Fin,3,304.940260931558,Ex,TA,Y,131,28,110,7,24,141,NA,NA,NA,0,6,2006,ConLw,Normal,412036
1817,120,RH,49.0,4072,Pave,NA,IR1,Lvl,AllPub,FR2,Mod,Edwards,Feedr,Norm,TwnhsE,1.5Unf,9,7,1925,1972,Gable,CompShg,ImStucc,BrkComm,BrkFace,15.10862048775804,Gd,TA,BrkTil,Gd,TA,Mn,Rec,1773.914505991433,Unf,1.093302999289408,256.11545049548545,2031.1232594862079,GasA,Gd,Y,SBrkr,2909,0,0,2909,1,0,2,0,2,1,Gd,5,Typ,0,Gd,BuiltIn,2000.0,NA,1,305.0263725337194,Gd,Gd,Y,35,229,0,0,27,132,NA,MnPrv,NA,190,5,2006,New,AdjLand,412932
1818,45,RM,71.0,3311,Pave,Grvl,IR1,Bnk,AllPub,Inside,Gtl,BrkSide,RRNn,Norm,1Fam,SLvl,6,6,1995,1997,Gable,CompShg,BrkComm,AsbShng,None,98.5837003377163,TA,TA,PConc,Fa,Gd,Mn,BLQ,213.23054911170632,Unf,374.87870722097995,1385.662215785125,1973.7714721178113,GasA,Fa,Y,FuseF,1439,1176,0,2615,1,0,2,0,2,1,Gd,5,Typ,0,Fa,Basment,2005.0,Unf,2,130.40717958787053,Po,NA,Y,1121,81,83,46,41,0,NA,GdPrv,NA,1409,3,2010,ConLI,Partial,413499
1819,160,RL,92.0,5594,Pave,NA,Reg,Low,AllPub,Corner,Gtl,Mitchel,PosA,Norm,1Fam,2Story,7,3,1913,1962,Gable,CompShg,Stucco,AsbShng,Stone,61.13330363537659,Gd,TA,CBlock,TA,Fa,Gd,Rec,391.0620094916064,Unf,9.918732378252567,148.5220256458626,549.5027675157215,GasA,Ex,Y,SBrkr,1195,1215,68,2478,1,0,1,0,3,1,Gd,6,Typ,0,Ex,NA,,Unf,0,80.99976081688604,Po,Gd,Y,1478,19,51,7,74,0,NA,NA,NA,778,5,2007,ConLI,Partial,332118
1820,50,RL,82.0,4743,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,TwnhsE,2.5Fin,6,5,1927,1957,Gable,CompShg,CemntBd,BrkFace,BrkFace,87.36475081172571,Gd,Gd,Slab,Gd,Gd,Gd,Unf,,Unf,0.741704950445175,525.4288345940175,980.4771351984339,GasA,Gd,Y,SBrkr,783,1011,144,1938,0,0,2,1,4,1,Gd,8,Typ,0,Po,Attchd,1936.0,Unf,3,149.72968255893466,Gd,NA,Y,27,59,422,0,59,0,NA,NA,NA,170,2,2006,Con,Family,365471
1821,150,RL,78.0,2400,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Edwards,PosA,Norm,1Fam,2.5Fin,4,4,1884,1978,Gable,CompShg,CemntBd,Stone,None,9.281117997215818,TA,Gd,Slab,Gd,TA,Av,GLQ,211.95401347631764,Unf,56.80852130534422,650.3271244311932,919.089659212855,GasA,Ex,Y,SBrkr,1312,736,39,2087,1,0,2,1,2,1,Gd,5,Typ,0,NA,Basment,,Unf,1,635.0482329519377,Po,Fa,Y,1500,36,136,0,24,71,NA,NA,NA,0,1,2007,New,Alloca,316778
1822,120,FV,90.0,5189,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Veenker,RRAe,Norm,TwnhsE,SLvl,6,5,1995,1982,Hip,CompShg,Stone,MetalSd,None,218.6920557827276,Fa,Gd,CBlock,Fa,Gd,Mn,LwQ,346.1488574621585,Unf,5.186590893795131,252.9449663853382,604.2804147412919,GasA,Gd,Y,SBrkr,1357,897,0,2254,0,0,3,1,3,1,Gd,3,Typ,0,TA,CarPort,,RFn,2,436.3214161692816,TA,Po,Y,155,173,42,0,0,0,NA,MnPrv,NA,188,10,2009,WD,Normal,364062
1823,75,RH,78.0,5527,Pave,NA,IR1,HLS,AllPub,Inside,Gtl,MeadowV,Feedr,Norm,1Fam,1Story,8,6,1990,1953,Gable,CompShg,BrkFace,CemntBd,None,95.65063984140696,Gd,Gd,PConc,TA,Gd,No,LwQ,1215.0077826427805,Unf,31.16380548380035,98.06488949509391,1344.2364776216748,GasA,Gd,Y,SBrkr,851,992,489,2332,1,0,2,1,4,1,Gd,5,Typ,0,Ex,2Types,,RFn,3,483.4192573083621,Ex,Fa,Y,470,27,27,28,31,108,NA,NA,NA,365,2,2007,Con,AdjLand,384266
1824,150,RM,87.0,8501,Pave,NA,IR1,Lvl,NoSewr,Inside,Gtl,Somerst,PosA,Norm,1Fam,2.5Fin,10,5,1960,1959,Hip,CompShg,CemntBd,AsbShng,BrkFace,25.502130191477253,Gd,Gd,BrkTil,TA,Gd,Av,Unf,845.9147648173106,Unf,1.1469536721397968,776.7576792704554,1623.8193977599058,GasA,Ex,Y,SBrkr,1364,1600,0,2964,2,0,1,0,3,1,Gd,9,Typ,1,Ex,Attchd,1994.0,RFn,2,226.47327910507323,Gd,TA,Y,35,246,0,1,31,0,NA,NA,NA,664,2,2007,COD,Family,458303
1825,180,RL,67.0,9826,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Timber,Artery,Norm,2FmCon,SLvl,6,7,2009,2006,Gable,CompShg,Stone,Stone,BrkFace,59.49827876900311,Gd,Gd,CBlock,Gd,Gd,Mn,Rec,586.2977669996825,Unf,2.1023154275309524,2500.0,3088.4000824272134,Wall,Gd,Y,SBrkr,1130,1495,0,2625,0,0,3,2,3,2,TA,11,Min1,0,TA,BuiltIn,,Unf,2,81.70380962553614,TA,NA,Y,633,232,0,0,12,0,NA,NA,NA,413,12,2007,WD,Normal,435323
1826,70,RM,70.0,6449,Pave,NA,IR2,Lvl,AllPub,Corner,Gtl,MeadowV,Artery,Norm,1Fam,1.5Unf,3,6,1964,1987,Gable,CompShg,VinylSd,Stone,None,5.4388354482212415,Gd,TA,CBlock,Gd,TA,Av,Unf,529.745033854493,Unf,60.43714002299507,251.2817700307311,841.4639439082192,GasW,Fa,Y,SBrkr,1925,650,0,2575,0,0,3,1,3,2,Gd,7,Typ,0,NA,Attchd,,NA,3,195.0838476184056,Fa,TA,Y,79,61,72,165,137,163,NA,NA,NA,219,4,2007,ConLD,Abnorml,325200
1827,80,RL,91.0,2323,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,RRAe,Norm,1Fam,1.5Unf,8,5,1946,1992,Hip,CompShg,VinylSd,CemntBd,None,,Fa,TA,PConc,Gd,Gd,No,NA,335.07925838222206,Unf,,535.0200362902683,881.6489965874501,GasA,Gd,N,SBrkr,762,1440,0,2202,0,0,1,1,0,1,TA,6,Typ,2,NA,CarPort,2002.0,RFn,2,302.1515083904876,Ex,TA,Y,102,27,103,12,0,0,NA,NA,NA,258,4,2010,Con,Alloca,335563
1828,150,RL,71.0,5751,Pave,NA,IR1,HLS,AllPub,Inside,Gtl,Edwards,RRAn,Norm,1Fam,SLvl,5,5,1946,1964,Gable,CompShg,BrkComm,BrkFace,BrkFace,98.04672865183956,Gd,Gd,PConc,TA,TA,No,LwQ,1717.6056265840705,Unf,16.136930153110367,82.66512371963393,1816.407680456815,GasA,Gd,Y,SBrkr,2095,1587,0,3682,1,0,3,0,1,1,Gd,5,Typ,1,Po,BuiltIn,,Fin,1,605.2335443272359,Gd,Fa,N,477,39,45,0,48,146,NA,NA,NA,750,12,2006,New,AdjLand,442003
1829,75,RL,40.0,4062,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,1.5Fin,6,3,2003,1974,Gable,CompShg,AsbShng,CBlock,None,2.6779836612671715,TA,Gd,Slab,Gd,TA,No,Unf,2500.0,Unf,1.7397702766097254,33.35831819094556,2535.0980884675555,GasA,Gd,Y,SBrkr,1336,868,0,2204,0,0,2,0,4,1,Gd,5,Typ,1,Ex,Detchd,1998.0,Unf,2,332.5750586210583,Ex,Gd,Y,81,22,19,0,37,0,NA,GdPrv,NA,0,1,2007,Oth,Abnorml,382789
1830,120,C,51.0,6287,Pave,NA,IR1,HLS,AllPub,Inside,Gtl,SawyerW,RRAn,Norm,1Fam,1.5Unf,8,6,1998,1983,Hip,CompShg,MetalSd,MetalSd,Stone,75.58453494182305,Gd,TA,BrkTil,TA,Gd,Av,LwQ,2337.474443507626,Unf,5.827588674649979,317.55539577254257,2660.8574279548184,GasA,Ex,Y,SBrkr,1881,810,146,2837,1,0,1,1,2,1,TA,5,Typ,1,NA,Detchd,,Unf,2,122.66825024165847,Gd,Po,Y,1050,21,12,0,54,0,NA,NA,NA,106,8,2010,ConLw,AdjLand,469820
1831,70,RL,88.0,7948,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,RRAe,Norm,1Fam,1.5Fin,4,4,1926,2008,Flat,CompShg,AsbShng,ImStucc,BrkFace,51.9973728883713,Gd,TA,CBlock,Gd,Gd,No,Unf,173.29054777434263,Unf,0.49437170187609936,97.61570882679553,271.4006283030143,GasA,Gd,Y,SBrkr,3033,0,26,3059,0,0,2,0,3,1,TA,7,Typ,0,NA,Basment,2002.0,RFn,3,74.18251902340339,Ex,Po,Y,26,81,91,0,0,95,NA,NA,NA,316,5,2009,CWD,AdjLand,348763
1832,75,RL,74.0,3063,Pave,NA,Reg,Lvl,AllPub,CulDSac,Mod,Edwards,RRAe,Norm,1Fam,SFoyer,3,5,1926,1961,Gable,CompShg,BrkComm,CBlock,None,73.90852478507483,Gd,Gd,CBlock,Gd,Fa,No,Unf,2500.0,Unf,129.02146429013533,1001.9161268304777,3630.9375911206134,GasA,Gd,Y,SBrkr,2057,1091,19,3167,1,0,3,0,2,1,Fa,7,Typ,0,TA,Basment,1918.0,NA,1,255.64388405044807,Po,Ex,Y,91,126,141,0,0,218,TA,NA,NA,0,6,2009,ConLI,Abnorml,419021
1833,50,RM,100.0,17137,Pave,NA,Reg,Bnk,AllPub,Inside,Gtl,Somerst,RRNn,Norm,1Fam,1Story,5,6,2007,2005,Hip,CompShg,WdShing,Stucco,BrkFace,3.887396611325448,Gd,TA,BrkTil,Gd,TA,No,NA,2145.9201032009896,ALQ,24.496494011958976,160.80005674674732,2331.216653959696,GasA,TA,Y,SBrkr,1000,1146,39,2185,0,0,2,1,2,1,Gd,4,Typ,0,Po,Attchd,1974.0,RFn,3,415.0290857071007,TA,Po,Y,106,68,0,40,0,0,NA,NA,NA,0,9,2006,ConLD,Normal,383753
1834,50,RL,34.0,1300,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,SawyerW,PosN,Norm,1Fam,2.5Unf,9,7,1897,1989,Hip,CompShg,WdShing,ImStucc,None,111.45708451877658,Gd,TA,CBlock,Fa,Gd,Av,BLQ,60.09506391881981,Unf,0.6141721393720637,377.71634817315464,438.42558423134653,GasA,Gd,N,SBrkr,1817,666,398,2881,1,0,3,0,3,1,TA,6,Typ,2,Ex,CarPort,1953.0,Fin,1,663.0045767459605,NA,Ex,Y,257,76,102,3,54,84,NA,NA,NA,425,10,2008,ConLw,Family,414545
1835,80,RL,47.0,2118,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,RRNn,Norm,1Fam,SFoyer,8,7,1983,1965,Gable,WdShngl,Stone,MetalSd,BrkFace,221.68012147543794,TA,TA,CBlock,TA,TA,Mn,GLQ,165.73824587349074,Unf,99.52367160745565,303.0627233859443,568.3246408668907,GasA,TA,Y,SBrkr,1255,581,82,1918,0,0,2,0,3,1,Gd,5,Typ,1,Gd,Detchd,,RFn,1,288.8485630003049,Gd,Gd,Y,431,112,60,0,0,210,NA,NA,NA,515,4,2006,CWD,AdjLand,385781
1836,45,RL,70.0,4543,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,IDOTRR,RRAn,Norm,1Fam,2.5Fin,6,6,1882,1957,Gable,CompShg,CemntBd,HdBoard,BrkFace,40.92865658733279,Gd,TA,CBlock,Gd,Gd,No,NA,620.5069189509209,ALQ,75.45817053552753,378.56560058037803,1074.5306900668265,GasA,Po,Y,SBrkr,909,1004,84,1997,1,0,1,1,4,1,TA,8,Typ,2,TA,BuiltIn,2000.0,NA,2,381.7322533723803,Gd,NA,Y,1500,236,14,0,0,0,NA,GdWo,NA,0,1,2010,ConLD,Abnorml,345923
1837,85,FV,20.0,14194,Pave,NA,Reg,Low,AllPub,Inside,Gtl,Somerst,Artery,Norm,1Fam,1.5Fin,7,5,1882,1956,Hip,CompShg,BrkFace,MetalSd,BrkFace,90.86755271614024,TA,Gd,CBlock,TA,Gd,Av,GLQ,924.3013409473726,Unf,29.882081111283085,238.72543370075087,1192.9088557594066,GasA,Gd,Y,SBrkr,1184,495,164,1843,0,0,2,0,2,1,TA,6,Min2,0,Ex,2Types,1953.0,Unf,2,376.8306598567387,Gd,Po,N,52,268,74,0,0,0,NA,GdWo,NA,384,7,2006,ConLD,Alloca,337377
1838,50,RL,46.0,2186,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,2.5Unf,8,6,1964,2010,Gable,CompShg,CemntBd,VinylSd,BrkFace,12.015982928282192,Gd,Gd,BrkTil,Gd,TA,Av,BLQ,327.41153383332903,Unf,12.341779840120251,149.93763567472217,489.69094934817144,GasA,Ex,Y,SBrkr,1446,1003,6,2455,0,0,2,1,3,1,Fa,4,Min2,0,Po,NA,,Unf,1,334.49324710866637,Fa,Gd,Y,106,38,20,24,71,0,NA,NA,NA,553,1,2008,WD,Family,363045
1839,60,RL,80.0,8707,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,TwnhsE,2Story,6,6,1917,1979,Gable,CompShg,WdShing,BrkFace,BrkFace,17.179546341121977,TA,TA,CBlock,TA,TA,Mn,NA,212.44055579383215,Unf,14.413586167847267,74.26782250183217,301.1219644635116,GasA,Gd,Y,SBrkr,2128,910,0,3038,0,0,2,2,3,1,TA,7,Min2,2,TA,NA,1986.0,Fin,1,325.4376682116966,Ex,Ex,Y,3,121,0,17,19,362,NA,NA,NA,2838,5,2006,VWD,Abnorml,469291
